date,year,international,total_pass,xx
2017-01-03,2017,National,292132,2021-01-03
2017-01-01,2017,National,204390,2021-01-01
2017-02-01,2017,National,249224,2021-02-01
2017-01-02,2017,International outbound,30938,2021-01-02
2017-01-03,2017,International outbound,32306,2021-01-03
2017-01-04,2017,International outbound,30985,2021-01-04
2017-01-05,2017,International outbound,31133,2021-01-05
2017-01-06,2017,International outbound,32238,2021-01-06
2017-01-07,2017,International outbound,33410,2021-01-07
2017-01-08,2017,International outbound,35790,2021-01-08
2017-01-09,2017,International outbound,32382,2021-01-09
2017-01-10,2017,International outbound,31843,2021-01-10
2017-01-11,2017,International outbound,31451,2021-01-11
2017-01-12,2017,International outbound,31226,2021-01-12
2017-01-13,2017,International outbound,32580,2021-01-13
2017-01-14,2017,International outbound,36164,2021-01-14
2017-01-15,2017,International outbound,35887,2021-01-15
2017-01-16,2017,International outbound,33456,2021-01-16
2017-01-17,2017,International outbound,32349,2021-01-17
2017-01-18,2017,International outbound,29955,2021-01-18
2017-01-19,2017,International outbound,29101,2021-01-19
2017-01-20,2017,International outbound,31193,2021-01-20
2017-01-21,2017,International outbound,34027,2021-01-21
2017-01-22,2017,International outbound,34390,2021-01-22
2017-01-23,2017,International outbound,31151,2021-01-23
2017-01-24,2017,International outbound,28589,2021-01-24
2017-01-25,2017,International outbound,27417,2021-01-25
2017-01-26,2017,International outbound,26527,2021-01-26
2017-01-08,2017,International inbound,35490,2021-01-08
2017-01-27,2017,International outbound,28930,2021-01-27
2017-01-28,2017,International outbound,32070,2021-01-28
2017-01-29,2017,International outbound,31457,2021-01-29
2017-01-30,2017,International outbound,28924,2021-01-30
2017-01-31,2017,International outbound,26075,2021-01-31
2017-02-01,2017,International outbound,26709,2021-02-01
2017-01-01,2017,International inbound,17984,2021-01-01
2017-01-02,2017,International inbound,30901,2021-01-02
2017-01-03,2017,International inbound,30543,2021-01-03
2017-01-04,2017,International inbound,30051,2021-01-04
2017-01-05,2017,International inbound,31584,2021-01-05
2017-01-06,2017,International inbound,32955,2021-01-06
2017-01-07,2017,International inbound,35128,2021-01-07
2017-01-09,2017,International inbound,32196,2021-01-09
2017-01-10,2017,International inbound,30612,2021-01-10
2017-01-11,2017,International inbound,29767,2021-01-11
2017-01-12,2017,International inbound,30781,2021-01-12
2017-01-13,2017,International inbound,31773,2021-01-13
2017-01-14,2017,International inbound,35634,2021-01-14
2017-01-15,2017,International inbound,36326,2021-01-15
2017-01-16,2017,International inbound,33184,2021-01-16
2017-01-17,2017,International inbound,31001,2021-01-17
2017-01-18,2017,International inbound,28414,2021-01-18
2017-01-19,2017,International inbound,31402,2021-01-19
2017-01-20,2017,International inbound,31171,2021-01-20
2017-01-21,2017,International inbound,33482,2021-01-21
2017-01-22,2017,International inbound,34930,2021-01-22
2017-01-23,2017,International inbound,30760,2021-01-23
2017-01-24,2017,International inbound,29883,2021-01-24
2017-01-25,2017,International inbound,27839,2021-01-25
2017-01-26,2017,International inbound,31154,2021-01-26
2017-01-27,2017,International inbound,31584,2021-01-27
2017-01-28,2017,International inbound,36433,2021-01-28
2017-01-29,2017,International inbound,36490,2021-01-29
2017-01-30,2017,International inbound,32295,2021-01-30
2017-01-31,2017,International inbound,30889,2021-01-31
2017-01-01,2017,International outbound,12839,2021-01-01
2017-02-01,2017,International inbound,29641,2021-02-01
2017-02-03,2017,International outbound,29587,2021-02-03
2017-02-02,2017,National,264339,2021-02-02
2017-02-03,2017,National,272495,2021-02-03
2017-02-20,2017,National,258496,2021-02-20
2017-02-21,2017,National,240241,2021-02-21
2017-02-22,2017,National,245547,2021-02-22
2017-02-23,2017,National,274340,2021-02-23
2017-02-24,2017,National,289931,2021-02-24
2017-02-06,2017,National,264438,2021-02-06
2017-02-07,2017,National,246286,2021-02-07
2017-02-08,2017,National,244413,2021-02-08
2017-02-09,2017,National,255005,2021-02-09
2017-02-10,2017,National,274948,2021-02-10
2017-02-17,2017,National,272571,2021-02-17
2017-02-18,2017,National,200049,2021-02-18
2017-02-04,2017,National,213263,2021-02-04
2017-02-13,2017,National,269535,2021-02-13
2017-02-14,2017,National,242497,2021-02-14
2017-02-15,2017,National,244035,2021-02-15
2017-02-16,2017,National,253490,2021-02-16
2017-02-25,2017,National,249135,2021-02-25
2017-02-27,2017,National,164104,2021-02-27
2017-02-28,2017,National,207837,2021-02-28
2017-02-11,2017,National,207642,2021-02-11
2017-02-05,2017,National,229510,2021-02-05
2017-02-12,2017,National,225646,2021-02-12
2017-02-19,2017,National,212924,2021-02-19
2017-02-26,2017,National,159863,2021-02-26
2017-03-01,2017,National,275428,2021-03-01
2017-02-02,2017,International outbound,26426,2021-02-02
2017-02-04,2017,International outbound,31375,2021-02-04
2017-02-05,2017,International outbound,31283,2021-02-05
2017-02-06,2017,International outbound,27484,2021-02-06
2017-02-07,2017,International outbound,25409,2021-02-07
2017-02-08,2017,International outbound,25727,2021-02-08
2017-02-09,2017,International outbound,26710,2021-02-09
2017-02-10,2017,International outbound,28342,2021-02-10
2017-02-11,2017,International outbound,32656,2021-02-11
2017-02-12,2017,International outbound,32787,2021-02-12
2017-02-13,2017,International outbound,28324,2021-02-13
2017-02-14,2017,International outbound,27232,2021-02-14
2017-02-15,2017,International outbound,27829,2021-02-15
2017-02-16,2017,International outbound,27669,2021-02-16
2017-02-17,2017,International outbound,31043,2021-02-17
2017-02-18,2017,International outbound,35041,2021-02-18
2017-02-19,2017,International outbound,32233,2021-02-19
2017-02-20,2017,International outbound,29998,2021-02-20
2017-02-21,2017,International outbound,30740,2021-02-21
2017-02-22,2017,International outbound,31914,2021-02-22
2017-02-23,2017,International outbound,32270,2021-02-23
2017-02-24,2017,International outbound,35184,2021-02-24
2017-02-25,2017,International outbound,37617,2021-02-25
2017-02-26,2017,International outbound,36371,2021-02-26
2017-02-27,2017,International outbound,30514,2021-02-27
2017-02-28,2017,International outbound,30085,2021-02-28
2017-03-01,2017,International outbound,28150,2021-03-01
2017-02-02,2017,International inbound,32448,2021-02-02
2017-02-03,2017,International inbound,31773,2021-02-03
2017-02-04,2017,International inbound,35171,2021-02-04
2017-02-05,2017,International inbound,33453,2021-02-05
2017-02-06,2017,International inbound,30812,2021-02-06
2017-02-07,2017,International inbound,29523,2021-02-07
2017-02-08,2017,International inbound,28149,2021-02-08
2017-02-09,2017,International inbound,28179,2021-02-09
2017-02-10,2017,International inbound,28380,2021-02-10
2017-02-11,2017,International inbound,33669,2021-02-11
2017-02-12,2017,International inbound,32411,2021-02-12
2017-02-13,2017,International inbound,28836,2021-02-13
2017-02-14,2017,International inbound,26740,2021-02-14
2017-02-15,2017,International inbound,26479,2021-02-15
2017-02-16,2017,International inbound,26461,2021-02-16
2017-02-17,2017,International inbound,27556,2021-02-17
2017-02-18,2017,International inbound,30690,2021-02-18
2017-02-19,2017,International inbound,29958,2021-02-19
2017-02-20,2017,International inbound,26660,2021-02-20
2017-02-21,2017,International inbound,24926,2021-02-21
2017-02-22,2017,International inbound,24133,2021-02-22
2017-02-23,2017,International inbound,26594,2021-02-23
2017-02-24,2017,International inbound,26599,2021-02-24
2017-02-25,2017,International inbound,29619,2021-02-25
2017-02-26,2017,International inbound,26587,2021-02-26
2017-02-27,2017,International inbound,24870,2021-02-27
2017-02-28,2017,International inbound,28031,2021-02-28
2017-03-01,2017,International inbound,29708,2021-03-01
2018-02-18,2018,International inbound,40470,2021-02-18
2018-02-19,2018,International inbound,36205,2021-02-19
2017-03-29,2017,National,225391,2021-03-29
2017-03-23,2017,National,257584,2021-03-23
2017-03-25,2017,National,204864,2021-03-25
2017-03-27,2017,National,269491,2021-03-27
2017-03-09,2017,National,256414,2021-03-09
2017-03-10,2017,National,273194,2021-03-10
2017-03-13,2017,National,268239,2021-03-13
2017-03-14,2017,National,235197,2021-03-14
2017-03-15,2017,National,242566,2021-03-15
2017-03-16,2017,National,258220,2021-03-16
2017-03-17,2017,National,278772,2021-03-17
2017-03-20,2017,National,269538,2021-03-20
2017-03-21,2017,National,237082,2021-03-21
2017-03-22,2017,National,233495,2021-03-22
2017-03-24,2017,National,281159,2021-03-24
2017-03-28,2017,National,232769,2021-03-28
2017-03-30,2017,National,246785,2021-03-30
2017-03-31,2017,National,267152,2021-03-31
2017-03-02,2017,National,248768,2021-03-02
2017-03-03,2017,National,247286,2021-03-03
2017-03-06,2017,National,269980,2021-03-06
2017-03-07,2017,National,228162,2021-03-07
2017-03-08,2017,National,243901,2021-03-08
2017-03-04,2017,National,207854,2021-03-04
2017-03-11,2017,National,205015,2021-03-11
2017-03-18,2017,National,206658,2021-03-18
2017-03-05,2017,National,226972,2021-03-05
2017-03-12,2017,National,223545,2021-03-12
2017-03-19,2017,National,228137,2021-03-19
2017-03-26,2017,National,218774,2021-03-26
2017-04-01,2017,National,193066,2021-04-01
2017-03-02,2017,International outbound,27517,2021-03-02
2017-03-03,2017,International outbound,28183,2021-03-03
2017-03-04,2017,International outbound,31392,2021-03-04
2017-03-05,2017,International outbound,32288,2021-03-05
2017-03-06,2017,International outbound,28977,2021-03-06
2017-03-07,2017,International outbound,28067,2021-03-07
2017-03-08,2017,International outbound,26702,2021-03-08
2017-03-09,2017,International outbound,26956,2021-03-09
2017-03-10,2017,International outbound,27574,2021-03-10
2017-03-11,2017,International outbound,31221,2021-03-11
2017-03-12,2017,International outbound,29417,2021-03-12
2017-03-13,2017,International outbound,28584,2021-03-13
2017-03-14,2017,International outbound,25917,2021-03-14
2017-03-15,2017,International outbound,27041,2021-03-15
2017-03-16,2017,International outbound,26933,2021-03-16
2017-03-17,2017,International outbound,28137,2021-03-17
2017-03-18,2017,International outbound,30769,2021-03-18
2017-03-19,2017,International outbound,29945,2021-03-19
2017-03-20,2017,International outbound,28091,2021-03-20
2017-03-21,2017,International outbound,26239,2021-03-21
2017-03-22,2017,International outbound,25107,2021-03-22
2017-03-23,2017,International outbound,26030,2021-03-23
2017-03-24,2017,International outbound,27084,2021-03-24
2017-03-25,2017,International outbound,30034,2021-03-25
2017-03-26,2017,International outbound,29166,2021-03-26
2017-03-27,2017,International outbound,26774,2021-03-27
2017-03-28,2017,International outbound,25570,2021-03-28
2017-03-29,2017,International outbound,23987,2021-03-29
2017-03-30,2017,International outbound,27474,2021-03-30
2017-03-31,2017,International outbound,27502,2021-03-31
2017-04-01,2017,International outbound,30942,2021-04-01
2017-03-02,2017,International inbound,30881,2021-03-02
2017-03-03,2017,International inbound,30552,2021-03-03
2017-03-04,2017,International inbound,33761,2021-03-04
2017-03-05,2017,International inbound,34765,2021-03-05
2017-03-06,2017,International inbound,32004,2021-03-06
2017-03-07,2017,International inbound,28305,2021-03-07
2017-03-08,2017,International inbound,28614,2021-03-08
2017-03-09,2017,International inbound,28431,2021-03-09
2017-03-10,2017,International inbound,27298,2021-03-10
2017-03-11,2017,International inbound,30404,2021-03-11
2017-03-12,2017,International inbound,30257,2021-03-12
2017-03-13,2017,International inbound,28436,2021-03-13
2017-03-14,2017,International inbound,26320,2021-03-14
2017-03-15,2017,International inbound,23840,2021-03-15
2017-03-16,2017,International inbound,26437,2021-03-16
2017-03-17,2017,International inbound,25772,2021-03-17
2017-03-18,2017,International inbound,29417,2021-03-18
2017-03-19,2017,International inbound,29457,2021-03-19
2017-03-20,2017,International inbound,27481,2021-03-20
2017-03-21,2017,International inbound,24472,2021-03-21
2017-03-22,2017,International inbound,23136,2021-03-22
2017-03-23,2017,International inbound,24206,2021-03-23
2017-03-24,2017,International inbound,25109,2021-03-24
2017-03-25,2017,International inbound,27896,2021-03-25
2017-03-26,2017,International inbound,28840,2021-03-26
2017-03-27,2017,International inbound,26123,2021-03-27
2017-03-28,2017,International inbound,22618,2021-03-28
2017-03-29,2017,International inbound,22702,2021-03-29
2017-03-30,2017,International inbound,24524,2021-03-30
2017-03-31,2017,International inbound,25672,2021-03-31
2017-04-01,2017,International inbound,27680,2021-04-01
2018-03-28,2018,International inbound,25431,2021-03-28
2017-07-13,2017,International inbound,33154,2021-07-13
2017-04-02,2017,National,216197,2021-04-02
2019-02-22,2019,National,277918,2021-02-22
2017-04-15,2017,National,145840,2021-04-15
2017-04-16,2017,National,228508,2021-04-16
2017-04-27,2017,National,275629,2021-04-27
2017-04-29,2017,National,208328,2021-04-29
2017-04-30,2017,National,161376,2021-04-30
2017-05-01,2017,National,259991,2021-05-01
2017-04-08,2017,National,202233,2021-04-08
2017-04-11,2017,National,239080,2021-04-11
2017-04-13,2017,National,287702,2021-04-13
2017-04-14,2017,National,216725,2021-04-14
2017-04-17,2017,National,287610,2021-04-17
2017-04-18,2017,National,253205,2021-04-18
2017-04-26,2017,National,234124,2021-04-26
2017-04-28,2017,National,249966,2021-04-28
2017-04-03,2017,National,261169,2021-04-03
2017-04-04,2017,National,222323,2021-04-04
2017-04-05,2017,National,224788,2021-04-05
2017-04-06,2017,National,245487,2021-04-06
2017-04-07,2017,National,275038,2021-04-07
2017-04-10,2017,National,260259,2021-04-10
2017-04-12,2017,National,259948,2021-04-12
2017-04-20,2017,National,276083,2021-04-20
2017-04-21,2017,National,223375,2021-04-21
2017-04-24,2017,National,289182,2021-04-24
2017-04-25,2017,National,243695,2021-04-25
2017-04-22,2017,National,153776,2021-04-22
2017-04-19,2017,National,250842,2021-04-19
2017-04-09,2017,National,218162,2021-04-09
2017-04-23,2017,National,229089,2021-04-23
2017-04-02,2017,International outbound,31111,2021-04-02
2017-04-03,2017,International outbound,27431,2021-04-03
2017-04-25,2017,International outbound,26165,2021-04-25
2017-04-26,2017,International outbound,25959,2021-04-26
2017-04-28,2017,International outbound,30147,2021-04-28
2017-04-29,2017,International outbound,31025,2021-04-29
2017-04-30,2017,International outbound,31606,2021-04-30
2017-04-15,2017,International inbound,24426,2021-04-15
2017-04-16,2017,International inbound,28524,2021-04-16
2017-04-17,2017,International inbound,26101,2021-04-17
2017-04-18,2017,International inbound,23135,2021-04-18
2017-04-19,2017,International inbound,22337,2021-04-19
2017-04-04,2017,International outbound,27732,2021-04-04
2017-04-05,2017,International outbound,25407,2021-04-05
2017-04-06,2017,International outbound,23215,2021-04-06
2017-04-07,2017,International outbound,30452,2021-04-07
2017-04-08,2017,International outbound,31429,2021-04-08
